Notation 1	Name
<http://uricorn.fly/tib_lok_sys#jur-060-063>	Völkerrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-705.3>	Eheschließung / Ehefähigkeit / Eheverbote / Ehevertrag / Vertrag anlässlich der Eheschließung
<http://uricorn.fly/tib_lok_sys#jur-160.8>	Verordnungsrecht und Gesetzgebung
<http://uricorn.fly/tib_lok_sys#jur-853>	Strafrechtstheorie / Strafrechtsphilosophie / Allgemeine Strafrechtslehre
<http://uricorn.fly/tib_lok_sys#jur-998.16>	Kabylei
<http://uricorn.fly/tib_lok_sys#jur-689.8>	Ansprüche aus dem Eigentum - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-942>	Jugendkriminalität
<http://uricorn.fly/tib_lok_sys#jur-328.2>	"Besteuerung einzelner Wirtschaftszweige / Besteuerung. Abfallwirtschaft / \"". Baugewerbe / \"". Personenverkehr / \"". Schwerverkehr / \"". Landwirtschaft / \"". Forstwirtschaft /  \“.Energiewirtschaft"
<http://uricorn.fly/tib_lok_sys#jur-829.6>	Gewerblicher Rechtsschutz / Immaterialgüterrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-633>	Leistungsstörungen
<http://uricorn.fly/tib_lok_sys#jur-763>	Speditionsgeschäft
<http://uricorn.fly/tib_lok_sys#jur-69>	Völkerrecht. Gebiet und Raum / Staatsgebiet
<http://uricorn.fly/tib_lok_sys#jur-656>	Schenkung
<http://uricorn.fly/tib_lok_sys#jur-550.4>	Freiwilligen Gerichtsbarkeit. Verfahren
<http://uricorn.fly/tib_lok_sys#jur-839.7>	Rabatte und Zugaben /  Preismissbrauch
<http://uricorn.fly/tib_lok_sys#jur-70.1>	Seevölkerrecht / Völkerrecht der Schiffahrt / Freiheit der Meere
<http://uricorn.fly/tib_lok_sys#jur-668.1>	Bürgschaft
<http://uricorn.fly/tib_lok_sys#jur-952>	Kriminalprognose
<http://uricorn.fly/tib_lok_sys#jur-117.2>	Europarecht. Prozessrecht
<http://uricorn.fly/tib_lok_sys#jur-407.1>	Eisenbahnverwaltungsrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-333.7>	Wirtschaftslenkung durch Steuergesetze
<http://uricorn.fly/tib_lok_sys#jur-483.5>	Bundesgerichtshof / Oberste Gerichte / Bundesgerichte / Oberste Bundesgerichte
<http://uricorn.fly/tib_lok_sys#jur-530>	Räumungsvollstreckung
<http://uricorn.fly/tib_lok_sys#jur-321.3>	Einzelne Tatbestände, Deliktsarten / Steuerstrafrecht / Steuerbetrug / Schmuggel /  Steuerhinterziehung
<http://uricorn.fly/tib_lok_sys#jur-486.5>	Gerichtliche Zeugen
<http://uricorn.fly/tib_lok_sys#jur-325.5-325.7>	Gemeindeabgaben
<http://uricorn.fly/tib_lok_sys#jur-706.1>	Eheliche Lebensgemeinschaft
<http://uricorn.fly/tib_lok_sys#jur-879>	Betrug
<http://uricorn.fly/tib_lok_sys#jur-371.2>	Kernenergierecht. Genehmigung / Kernkraftwerke. Genehmigung / Atomrecht. Genehmigung
<http://uricorn.fly/tib_lok_sys#jur-873.4>	Hausfriedensbruch / Werkschutz
<http://uricorn.fly/tib_lok_sys#jur-386>	Einzelne Bodenschätze
<http://uricorn.fly/tib_lok_sys#jur-920-923>	Jugendstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-933.3>	Tötungsdelikte
<http://uricorn.fly/tib_lok_sys#jur-665.5>	Geschäftsführung ohne Auftrag
<http://uricorn.fly/tib_lok_sys#jur-412.2>	Seerecht. Verfassungsrecht / Handelsflotte / Flaggenrecht
<http://uricorn.fly/tib_lok_sys#jur-735.7>	Gemeinschaftliches Testament / Berliner Testament
<http://uricorn.fly/tib_lok_sys#jur-865>	Strafaussetzung zur Bewährung
<http://uricorn.fly/tib_lok_sys#jur-290.6>	Pflichtexemplarrecht
<http://uricorn.fly/tib_lok_sys#jur-280.2>	Wissenschaftsförderung
<http://uricorn.fly/tib_lok_sys#jur-882.1>	Nichtanzeige / Aufforderung zu Straftaten
<http://uricorn.fly/tib_lok_sys#jur-136.8>	Freiheit der Kunst
<http://uricorn.fly/tib_lok_sys#jur-543-544>	Insolvenzverfahren
<http://uricorn.fly/tib_lok_sys#jur-244.3>	Bestattungsrecht / Friedhofsrecht
<http://uricorn.fly/tib_lok_sys#jur-666.1>	BGB-Gesellschaft. Gesellschaftsvertragsschluß / BGB-Gesellschaft
<http://uricorn.fly/tib_lok_sys#jur-708.6>	Scheidung der Ehe. Sorgerecht
<http://uricorn.fly/tib_lok_sys#jur-337>	Wirtschaftsorganisationsrecht
<http://uricorn.fly/tib_lok_sys#jur-818.8>	Haftpflichtversicherung - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-874.2>	Straftaten gegen Religion und Ehe / Straftaten gegen die Familie / Personenstandsfälschung / Künstliche Samenübertragung
<http://uricorn.fly/tib_lok_sys#jur-371.4>	Kernenergierecht. Privatrecht / Kernkraftwerke. Privatrecht / Kernenergierecht. Vertragsrecht / Kernkraftwerke. Vertragsrecht
<http://uricorn.fly/tib_lok_sys#jur-478.6>	Justizhaushaltswesen / Hinterlegungsordnung / Justizrechnungsprüfung
<http://uricorn.fly/tib_lok_sys#jur-462>	Kriegsopferversorgung / Bundesversorgungsgesetz (BVG-Heimkehrer)
<http://uricorn.fly/tib_lok_sys#jur-491>	Rechtsanwaltsrecht
<http://uricorn.fly/tib_lok_sys#jur-965.9>	Kirchenrecht. Geschichte - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-132.5>	Grundrechte und andere positive Normen / Drittwirkung von Grundrechten
<http://uricorn.fly/tib_lok_sys#jur-412>	Seerecht / Schiffahrt
<http://uricorn.fly/tib_lok_sys#jur-998.8>	Rhodesien
<http://uricorn.fly/tib_lok_sys#jur-105>	Europäische Union. Organe
<http://uricorn.fly/tib_lok_sys#jur-124.5>	Europarecht. Medien / Europarecht. Kunst / Europarecht. Kulturelle Angelegenheiten
<http://uricorn.fly/tib_lok_sys#jur-20.3>	Rechtsquellenlehre / Rechtsgeltung
<http://uricorn.fly/tib_lok_sys#jur-996>	Asien (ohne Staaten der GUS)
<http://uricorn.fly/tib_lok_sys#jur-644.7>	Gesetzlicher Forderungsübergang
<http://uricorn.fly/tib_lok_sys#jur-281>	Schulrecht / Bildungsrecht
<http://uricorn.fly/tib_lok_sys#jur-518.9>	Schiedsgerichtsbarkeit - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-943>	Wohlstandskriminalität
<http://uricorn.fly/tib_lok_sys#jur-944-944.4>	Verbrecher und Opfer
<http://uricorn.fly/tib_lok_sys#jur-890.5>	Straftaten gegen Verfassungsorgane / Straftaten bei Wahlen und Abstimmungen / Straftaten gegen die Landesverteidigung
<http://uricorn.fly/tib_lok_sys#jur-122.3>	Europarecht. Urheberrecht
<http://uricorn.fly/tib_lok_sys#jur-302>	Finanzverwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-986.5>	Romanischer Rechtskreis
<http://uricorn.fly/tib_lok_sys#jur-168-169>	Bund und die Länder / Verfassungsrechtliches Verhältnis der Länder zueinander
<http://uricorn.fly/tib_lok_sys#jur-705-708>	Eherecht / Güterrecht
<http://uricorn.fly/tib_lok_sys#jur-133.3>	Verfassungsgeschichte. Reichstag
<http://uricorn.fly/tib_lok_sys#jur-520.2>	Zwangsvollstreckung. Voraussetzung
<http://uricorn.fly/tib_lok_sys#jur-106.8-106.9>	Mitgliedschaft in der Europäischen Union
<http://uricorn.fly/tib_lok_sys#jur-607>	Vereine
<http://uricorn.fly/tib_lok_sys#jur-440-442.2>	Arbeitsvertragsrecht und Beendigung des Arbeitsverhältnisses
<http://uricorn.fly/tib_lok_sys#jur-22>	Juristische Semiotik / Allgemeine Rechtslehre. Begriffsbildung / Allgemeine Rechtslehre. Grundbegriffe
<http://uricorn.fly/tib_lok_sys#jur-24.3>	Allgemeine Rechtslehre. Rhetorik / Vortrag
<http://uricorn.fly/tib_lok_sys#jur-812-819>	Versicherungsrecht
<http://uricorn.fly/tib_lok_sys#jur-932.3>	Kriminalstatistik
<http://uricorn.fly/tib_lok_sys#jur-373.5>	Gasversorgung
<http://uricorn.fly/tib_lok_sys#jur-931.4>	Kriminalbiologie
<http://uricorn.fly/tib_lok_sys#jur-996.8>	Pakistan
<http://uricorn.fly/tib_lok_sys#jur-998.45>	Zentralafrikanische Republik
<http://uricorn.fly/tib_lok_sys#jur-53>	Deutsche Rechtsgeschichte [Recht der Neuzeit in Deutschland]
<http://uricorn.fly/tib_lok_sys#jur-715>	Annahme als Kind
<http://uricorn.fly/tib_lok_sys#jur-213.4>	Kommunalaufsicht
<http://uricorn.fly/tib_lok_sys#jur-992.65>	Moldawien
<http://uricorn.fly/tib_lok_sys#jur-428.8>	Besonderes Verwaltungsrecht. Sonstiges
<http://uricorn.fly/tib_lok_sys#jur-995.6>	Brasilien
<http://uricorn.fly/tib_lok_sys#jur-993.4>	Nordirland
<http://uricorn.fly/tib_lok_sys#jur-288.1>	Archivrecht / Bibliotheken
<http://uricorn.fly/tib_lok_sys#jur-4.7>	Hegelianismus
<http://uricorn.fly/tib_lok_sys#jur-41>	Lombardisches Recht / Römisches Recht im Mittelalter
<http://uricorn.fly/tib_lok_sys#jur-130>	Öffentliches Recht
<http://uricorn.fly/tib_lok_sys#jur-113.1>	Europarecht. Kernenergie / Europarecht. Strahlenschutz
<http://uricorn.fly/tib_lok_sys#jur-819>	Lebensversicherung / Berufsunfähigkeitsversicherung
<http://uricorn.fly/tib_lok_sys#jur-353.3>	Ladenschluß
<http://uricorn.fly/tib_lok_sys#jur-264>	Apotheken
<http://uricorn.fly/tib_lok_sys#jur-80>	Friedensordnung / Internationales Konfliktsrecht
<http://uricorn.fly/tib_lok_sys#jur-235.7>	Soldatischer Rechtsschutz / Wehrdisziplinarrecht. Beschwerderecht
<http://uricorn.fly/tib_lok_sys#jur-998.31>	Sierra Leone
<http://uricorn.fly/tib_lok_sys#jur-730.1>	Erbrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-853.2>	Wesen der Strafe / Strafbegriff / Vergeltung / Gewaltbegriff
<http://uricorn.fly/tib_lok_sys#jur-708.4>	Unterhaltsrecht (nach Scheidung) / Versorgungsausgleich
<http://uricorn.fly/tib_lok_sys#jur-412-427>	See- und Binnenschiffahrtsrecht
<http://uricorn.fly/tib_lok_sys#jur-832.2>	Verwertungsgesellschaften
<http://uricorn.fly/tib_lok_sys#jur-950.2>	Kriminalpädagogik
<http://uricorn.fly/tib_lok_sys#jur-61.5>	Völkerrecht. Kodifizierung / Völkergewohnheitsrecht /  Völkerrechtstheorie. Rechtsquellentheorie
<http://uricorn.fly/tib_lok_sys#jur-463-467>	Flüchtlinge / Aussiedler / Vertriebenenrecht
<http://uricorn.fly/tib_lok_sys#jur-163>	Ausländerrecht
<http://uricorn.fly/tib_lok_sys#jur-155.5>	Abgeordnete / Fraktionen / Opposition / Diäten
<http://uricorn.fly/tib_lok_sys#jur-923.4>	Jugendstrafvollzug
<http://uricorn.fly/tib_lok_sys#jur-290.2>	Presserecht - Allgemeines / Pressefreiheit / Informationsfreiheit / Zensur / Parteienpresse / Presselizenz / Zulassungsfreiheit
<http://uricorn.fly/tib_lok_sys#jur-437.7>	Betriebsänderung / Sozialplan / Betriebsübergang / Betriebsverfassungsrecht. Interessenausgleich
<http://uricorn.fly/tib_lok_sys#jur-240.5>	Polizeirecht. Datenschutz
<http://uricorn.fly/tib_lok_sys#jur-076-fn>	Völkerrecht. Enteignung
<http://uricorn.fly/tib_lok_sys#jur-230.1>	Wehrrecht / Militärrecht
<http://uricorn.fly/tib_lok_sys#jur-840.1>	Internationales Privatrecht / Kollisionsrecht - Allgemeiner Teil
<http://uricorn.fly/tib_lok_sys#jur-804-809>	Körperschaften
<http://uricorn.fly/tib_lok_sys#jur-859.6>	Strafrecht. Irrtum
<http://uricorn.fly/tib_lok_sys#jur-345.8>	Kartellrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-920.7>	Jugendstrafrecht. Erziehungsmaßregeln  / Jugendstrafrecht. Maßregeln / Jugendstrafen
<http://uricorn.fly/tib_lok_sys#jur-841.9>	Internationales Privatrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-822.2>	Bundesbankrecht
<http://uricorn.fly/tib_lok_sys#jur-315.6>	Steuerverwaltungsakt / Steuerbescheid / Steuerverwaltungsrecht. Auskünfte / Steuerverwaltungsrecht. Zusagen
<http://uricorn.fly/tib_lok_sys#jur-323>	Körperschaftsteuer
<http://uricorn.fly/tib_lok_sys#jur-876-877>	Diebstahl / Unterschlagung
<http://uricorn.fly/tib_lok_sys#jur-945>	Ursachen der Kriminalität (Kriminalätiologie / Kriminalität. Umwelt)
<http://uricorn.fly/tib_lok_sys#jur-71>	Luftraumrecht / Luftfahrt im Völkerrecht
<http://uricorn.fly/tib_lok_sys#jur-630.6>	Schaden. Mitverursachung / Schaden. Mitverschulden / Schadensminderungspflicht / Schaden. Handeln auf eigene Gefahr
<http://uricorn.fly/tib_lok_sys#jur-460>	Sozialhilfe / BSHG / Fürsorgerecht
<http://uricorn.fly/tib_lok_sys#jur-81.5>	Internationale Kontrolle / Internationale Beobachtung
<http://uricorn.fly/tib_lok_sys#jur-671.7>	Bereicherung. Umfang / Bereicherung. Wegfall / Bereicherung. Einrede / Bereicherung. Verjährung / Bereicherung. Verschärfte Haftung
<http://uricorn.fly/tib_lok_sys#jur-853.1>	Strafrechtstheorie / Strafrechtsphilosophie - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-857.5>	Straftat. Kausalität
<http://uricorn.fly/tib_lok_sys#jur-136>	Glaubens-, Gewissens- und Bekenntnisfreiheit / Geistesfreiheit
<http://uricorn.fly/tib_lok_sys#jur-155.7>	Ombudsmann / Untersuchungsausschuss / Parlamentarische Kontrolle / Petitionsausschuss / Wehrbeauftragter
<http://uricorn.fly/tib_lok_sys#jur-134.7>	Verfassungsrecht. NS-Zeit
<http://uricorn.fly/tib_lok_sys#jur-672-679>	Unerlaubte Handlung
<http://uricorn.fly/tib_lok_sys#jur-321.1>	Steuerstrafrecht / Zollstrafrecht - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-109.3>	Europarecht. Währung / Europarecht. Geld / Europarecht. Devisen
<http://uricorn.fly/tib_lok_sys#jur-940.9>	Kriminalitätsdarstellung
<http://uricorn.fly/tib_lok_sys#jur-967.2>	Evangelisches Kirchenrecht. Verfassung
<http://uricorn.fly/tib_lok_sys#jur-236.8>	Militärstrafrecht. Vollstreckung / Militärstrafrecht. Arrest
<http://uricorn.fly/tib_lok_sys#jur-68.9>	Menschenrechte. Gerichtsverfahren
<http://uricorn.fly/tib_lok_sys#jur-866.2>	Freiheitsentziehende Maßnahmen
<http://uricorn.fly/tib_lok_sys#jur-696-698>	Pfandrecht
<http://uricorn.fly/tib_lok_sys#jur-117.3>	Europarecht. Vollstreckung / Europarecht. Gerichtsstand
<http://uricorn.fly/tib_lok_sys#jur-731>	Erbfolge
<http://uricorn.fly/tib_lok_sys#jur-195>	Öffentlich-rechtlicher Vertrag
<http://uricorn.fly/tib_lok_sys#jur-993>	Großbritannien / England
<http://uricorn.fly/tib_lok_sys#jur-79.4>	Kriegsverbrechen. Verjährung
<http://uricorn.fly/tib_lok_sys#jur-183.1>	Verwaltungsorganisationsrecht / Rechtsfähigkeit von Verwaltungsträgern / Mittelbare Staatsverwaltung / Verwaltungsmonopol / Behörden
<http://uricorn.fly/tib_lok_sys#jur-2>	Festschriften
<http://uricorn.fly/tib_lok_sys#jur-879.2>	Betrug (Besondere Arten)
<http://uricorn.fly/tib_lok_sys#jur-992.8>	Englischer Rechtskreis / Commonwealth
<http://uricorn.fly/tib_lok_sys#jur-83.5>	Militär im Völkerrecht
<http://uricorn.fly/tib_lok_sys#jur-926>	Internationales Strafrecht. Delikte
<http://uricorn.fly/tib_lok_sys#jur-442.5-442.8>	Besondere Arbeitsverhältnisse
<http://uricorn.fly/tib_lok_sys#jur-652.1>	Sach- und Rechtsmängelhaftung / Mängelrüge - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-337-338>	Wirtschaftsorganisationsrecht
<http://uricorn.fly/tib_lok_sys#jur-688.4>	Eigentum. Ersitzung
<http://uricorn.fly/tib_lok_sys#jur-284>	Fachhochschulen / Akademien / Pädagogische Hochschulen
<http://uricorn.fly/tib_lok_sys#jur-109.2>	Europarecht. Finanzkontrolle
<http://uricorn.fly/tib_lok_sys#jur-215.6>	Gemeindewirtschaftsrecht. Eigenbetriebe / Gemeindeunternehmen
<http://uricorn.fly/tib_lok_sys#jur-859.4>	Zurechnungsfähigkeit / Strafrecht. Schuldfähigkeit
<http://uricorn.fly/tib_lok_sys#jur-306>	Verdingungswesen
<http://uricorn.fly/tib_lok_sys#jur-222.3>	Dienstpostenbewertung / Beamtenrecht. Eingruppierung / Beamtenrecht. Beurteilung
<http://uricorn.fly/tib_lok_sys#jur-128>	Europarecht. Strafverfahrensrecht / Europarecht. Strafvollzug
<http://uricorn.fly/tib_lok_sys#jur-122.1>	Europäisches Patentrecht
<http://uricorn.fly/tib_lok_sys#jur-998.33>	Dahome / Benin
<http://uricorn.fly/tib_lok_sys#jur-485-487>	Richteramt / Richterrecht / Richter / Ehrenamtliche Richter / Juristen / Juristinnen / Einzelrichter
<http://uricorn.fly/tib_lok_sys#jur-998.85->	Mauritius
<http://uricorn.fly/tib_lok_sys#jur-130-132>	Staats- und Verfassungsrecht Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-67>	Völkerrechtssubjekte (Verbände, Gemeinschaften)
<http://uricorn.fly/tib_lok_sys#jur-40.3>	Slavisches Recht
<http://uricorn.fly/tib_lok_sys#jur-134>	Verfassungsgeschichte (19. u. 20. Jh.)
<http://uricorn.fly/tib_lok_sys#jur-233.1>	Soldatenrecht. Rechte und Pflichten des Soldaten / Soldatenrecht. Besonderes Gewaltverhältnis / Soldatenrecht. Gehorsam / Handeln auf Befehl
<http://uricorn.fly/tib_lok_sys#jur-710.3>	Abstammung
<http://uricorn.fly/tib_lok_sys#jur-998.82>	Namibia
<http://uricorn.fly/tib_lok_sys#jur-271.7>	Grundstückswerte
<http://uricorn.fly/tib_lok_sys#jur-443.7>	Schwerbehindertenrecht
<http://uricorn.fly/tib_lok_sys#jur-123>	Europarecht. Verwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-998.46>	Sudan
<http://uricorn.fly/tib_lok_sys#jur-241.4>	Polizeirecht. Zwang / Polizeirecht. Waffengebrauch / Polizeirecht. Freiheitsentziehung
<http://uricorn.fly/tib_lok_sys#jur-998.58>	Angola
<http://uricorn.fly/tib_lok_sys#jur-730-740>	Erbrecht
<http://uricorn.fly/tib_lok_sys#jur-292.2>	Elektronischer Geschäftsverkehr
<http://uricorn.fly/tib_lok_sys#jur-962.4>	Kirchenaustritt
<http://uricorn.fly/tib_lok_sys#jur-818.2>	Allgemeine Haftpflichtversicherung. AHB
<http://uricorn.fly/tib_lok_sys#jur-179>	Verfassungrecht und Verfassungsgerichtsbarkeit. Thüringen
<http://uricorn.fly/tib_lok_sys#jur-385-386>	Bergrecht
<http://uricorn.fly/tib_lok_sys#jur-102.1>	Europarecht. Osteuropäische Integration
<http://uricorn.fly/tib_lok_sys#jur-461>	Fürsorge / Träger der Fürsorge
<http://uricorn.fly/tib_lok_sys#jur-901.3>	Strafverfahren. Methodik
<http://uricorn.fly/tib_lok_sys#jur-964.6>	Kirchenrecht. Geschichte
<http://uricorn.fly/tib_lok_sys#jur-626>	Allgemeines Schuldrecht
<http://uricorn.fly/tib_lok_sys#jur-210-299>	Besonderes Verwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-291.6>	Privatrundfunk / Privatfernsehen
<http://uricorn.fly/tib_lok_sys#jur-705.5>	Nichtigkeit der Ehe / Aufhebung der Ehe / Wiederverheiratung bei Todeserklärung
<http://uricorn.fly/tib_lok_sys#jur-518>	Schiedsgerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-245.8>	Umweltrecht / Umweltschutz
<http://uricorn.fly/tib_lok_sys#jur-808.5>	Gesellschaft mit beschränkter Haftung. Auflösung / Gesellschaft mit beschränkter Haftung. Konkurs / Gesellschaft mit beschränkter Haftung. Insolvenz
<http://uricorn.fly/tib_lok_sys#jur-284-286>	Hochschulrecht / Wissenschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-995.41>	Puerto Rico
<http://uricorn.fly/tib_lok_sys#jur-450.9>	Sozialrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-540>	Vergleichsverfahren / Anschlusskonkurs
<http://uricorn.fly/tib_lok_sys#jur-275.7>	Wohngeld
<http://uricorn.fly/tib_lok_sys#jur-241.3>	Polizeiverordnung
<http://uricorn.fly/tib_lok_sys#jur-990.5>	Baltikum / Estland / Lettland / Litauen
<http://uricorn.fly/tib_lok_sys#jur-192.1>	Verwaltungsakt / Hoheitlicher Realakt - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-169.5>	Vereinigung Deutschlands
<http://uricorn.fly/tib_lok_sys#jur-614>	Vertrag
<http://uricorn.fly/tib_lok_sys#jur-836.5>	Patentgerichtsbarkeit / Patengerichtliches Verfahren
<http://uricorn.fly/tib_lok_sys#jur-747.1>	Bürgerliches Recht. Sachsen
<http://uricorn.fly/tib_lok_sys#jur-324>	Umsatzsteuer / Mehrwertsteuer
<http://uricorn.fly/tib_lok_sys#jur-125.3>	Europarecht. Sozialversicherung
<http://uricorn.fly/tib_lok_sys#jur-214.8>	Gemeinderecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-964.4>	Kirchenrecht. Geschichte. Orden
<http://uricorn.fly/tib_lok_sys#jur-65>	Völkerrecht. Staatsbegriff
<http://uricorn.fly/tib_lok_sys#jur-270>	Raumordnung und Baurecht
<http://uricorn.fly/tib_lok_sys#jur-22.4>	Rechtswidrigkeit
<http://uricorn.fly/tib_lok_sys#jur-281.4>	Schülerrecht / Schülermitverwaltung
<http://uricorn.fly/tib_lok_sys#jur-352.1>	Technischer Überwachungsverein
<http://uricorn.fly/tib_lok_sys#jur-385.7>	Bergrecht / Festlandsockel - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-404>	Straßenverkehrsrecht
<http://uricorn.fly/tib_lok_sys#jur-98>	Internationales Rotes Kreuz / Welthilfsverband
<http://uricorn.fly/tib_lok_sys#jur-431.5>	Arbeitsrecht. Verfassungsrechtliche Fragen
<http://uricorn.fly/tib_lok_sys#jur-708>	Scheidung der Ehe
<http://uricorn.fly/tib_lok_sys#jur-375.3>	Bodenverbände
<http://uricorn.fly/tib_lok_sys#jur-914.4>	Strafregister
<http://uricorn.fly/tib_lok_sys#jur-612-613>	Willenserklärung und Auslegung von Rechtsgeschäften
<http://uricorn.fly/tib_lok_sys#jur-213-218>	Kommunalrecht
<http://uricorn.fly/tib_lok_sys#jur-392-395>	Wirtschaftsstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-118.6>	Gerichtshof der Europäischen Union.Urteil
<http://uricorn.fly/tib_lok_sys#jur-710.7>	Unterhalt
<http://uricorn.fly/tib_lok_sys#jur-937.6>	Umweltkriminalität
<http://uricorn.fly/tib_lok_sys#jur-525>	Zwangsvollstreckung in das bewegliche Vermögen / Pfändung (von Sachen) / Verwertung
<http://uricorn.fly/tib_lok_sys#jur-994.7>	Ozeanien
<http://uricorn.fly/tib_lok_sys#jur-897>	Ordnungswidrigkeiten
<http://uricorn.fly/tib_lok_sys#jur-694>	Hypothekenrecht
<http://uricorn.fly/tib_lok_sys#jur-076-ua>	Internationales Handelsrecht
<http://uricorn.fly/tib_lok_sys#jur-875>	Unterlassene Hilfe
<http://uricorn.fly/tib_lok_sys#jur-304>	Staatsvermögensrecht
<http://uricorn.fly/tib_lok_sys#jur-670.7>	Sicherungsgeschäfte
<http://uricorn.fly/tib_lok_sys#jur-732.6>	Erbengemeinschaft
<http://uricorn.fly/tib_lok_sys#jur-6.7>	Zweck / Effizienz des Rechts
<http://uricorn.fly/tib_lok_sys#jur-870.9-875.5>	Straftaten gegen die Person
<http://uricorn.fly/tib_lok_sys#jur-328>	Besteuerung in Einzelfällen
<http://uricorn.fly/tib_lok_sys#jur-326.2>	Einzelne Verbrauchssteuern
<http://uricorn.fly/tib_lok_sys#jur-882.4>	Belästigung der Allgemeinheit / Missbrauch von Notrufen / Missbrauch von Titeln / Missbrauch von Uniformen / Missbrauch von Abzeichen
<http://uricorn.fly/tib_lok_sys#jur-651.4>	Eigentumsübergang / Kauf. Gefahrübergang
<http://uricorn.fly/tib_lok_sys#jur-076-pp>	Internationales Zivilprozessrecht
<http://uricorn.fly/tib_lok_sys#jur-824>	Börsenrecht
<http://uricorn.fly/tib_lok_sys#jur-816.5>	Versicherungsagentenrecht
<http://uricorn.fly/tib_lok_sys#jur-946>	Tat und Täteridentifizierung / Kriminalistik
<http://uricorn.fly/tib_lok_sys#jur-124.7>	Europarecht. Gesundheit
<http://uricorn.fly/tib_lok_sys#jur-117-118>	Europäische Union: Rechtsschutzsystem
<http://uricorn.fly/tib_lok_sys#jur-618.5>	Treuhand
<http://uricorn.fly/tib_lok_sys#jur-260-267>	Medizinrecht
