Notation 1	Name
<http://uricorn.fly/tib_lok_sys#jur-908>	Strafverfahren. Verfahren im ersten Rechtszug
<http://uricorn.fly/tib_lok_sys#jur-116.2>	Europarecht. Kollektives Arbeitsrecht / Europarecht. Gewerkschaften
<http://uricorn.fly/tib_lok_sys#jur-498.3>	Prozessrecht. Rechtsmittel / Prozessrecht. Rechtsschutz
<http://uricorn.fly/tib_lok_sys#jur-186.6>	Öffentlich-rechtliche Gefährdungshaftung
<http://uricorn.fly/tib_lok_sys#jur-65.5>	Staatennachfolge
<http://uricorn.fly/tib_lok_sys#jur-802.6>	Kommanditgesellschaft
<http://uricorn.fly/tib_lok_sys#jur-995.55>	Peru
<http://uricorn.fly/tib_lok_sys#jur-103.7>	Weitere regionale Zusammenschlüsse
<http://uricorn.fly/tib_lok_sys#jur-124.3>	Europarecht. Berufsbildung / Europarecht. Berufsausbildung
<http://uricorn.fly/tib_lok_sys#jur-838.4>	Markenschutz
<http://uricorn.fly/tib_lok_sys#jur-961.5>	Staat und Kirche / Kirche. Staatsaufsicht
<http://uricorn.fly/tib_lok_sys#jur-415>	Seehandelsrecht
<http://uricorn.fly/tib_lok_sys#jur-191.5>	Verwaltungsverhandlung / Verwaltungsverhandlung. Protokoll / Verwaltungsverfahrensrecht. Rechtliches Gehör
<http://uricorn.fly/tib_lok_sys#jur-405>	Güterkraftverkehrsrecht
<http://uricorn.fly/tib_lok_sys#jur-076-gl>	Interpol / Internationale Verbrechensbekämpfung
<http://uricorn.fly/tib_lok_sys#jur-815.1>	Versicherungsvertrag – Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-232.7>	Wehrverwaltungsrecht. Landbeschaffung
<http://uricorn.fly/tib_lok_sys#jur-26>	Rechtsangleichung
<http://uricorn.fly/tib_lok_sys#jur-32.6>	Jüdisches Recht
<http://uricorn.fly/tib_lok_sys#jur-076-jk>	Internationales Energierecht / OPEC
<http://uricorn.fly/tib_lok_sys#jur-498>	Gerichtsverfahrensrecht / Prozessrecht
<http://uricorn.fly/tib_lok_sys#jur-871>	Straftaten gegen das Leben / Tötungsdelikte
<http://uricorn.fly/tib_lok_sys#jur-909.6>	Strafverfahren. Hauptverhandlung
<http://uricorn.fly/tib_lok_sys#jur-858>	Straftat. Vorsatz / Strafrecht. Unrechtsbewusstsein /  Straftat. Absicht / Straftat. Wille
<http://uricorn.fly/tib_lok_sys#jur-914.3>	Rechtshilfe in Strafsachen
<http://uricorn.fly/tib_lok_sys#jur-135.1>	Verfassungsrecht. Deutschland - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-616>	Allgemeine Geschäftsbedingungen /Verbrauchervertrag
<http://uricorn.fly/tib_lok_sys#jur-669>	Vergleich
<http://uricorn.fly/tib_lok_sys#jur-203.5>	Verwaltungsrecht. Schiedsgerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-388>	Wasserrecht / Deichrecht
<http://uricorn.fly/tib_lok_sys#jur-908>	Strafanzeige / Strafverfahren. Vorverfahren / Strafverfahren. Verfahren bei der Staatsanwaltschaft / Strafverfahren. Zwischenverfahren
<http://uricorn.fly/tib_lok_sys#jur-217>	Stadt / Kreise
<http://uricorn.fly/tib_lok_sys#jur-905.2>	Strafrichter
<http://uricorn.fly/tib_lok_sys#jur-996.9>	Sri Lanka
<http://uricorn.fly/tib_lok_sys#jur-557>	Gerichts- und Notarkostengesetz
<http://uricorn.fly/tib_lok_sys#jur-882-882.4>	Straftaten gegen die öffentliche Ordnung
<http://uricorn.fly/tib_lok_sys#jur-128.5>	Europarecht. Jugendstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-475>	Rechtspflege / Justiz
<http://uricorn.fly/tib_lok_sys#jur-297>	Kunstrecht
<http://uricorn.fly/tib_lok_sys#jur-819.5>	Unfallversicherung
<http://uricorn.fly/tib_lok_sys#jur-870>	Strafrecht Besonderer Teil
<http://uricorn.fly/tib_lok_sys#jur-920.8>	Jugendstrafrecht. Aussetzung und Bewährung
<http://uricorn.fly/tib_lok_sys#jur-88>	Kriegs- und Besatzungsschäden / Reparation / Wiedergutmachung
<http://uricorn.fly/tib_lok_sys#jur-301>	Finanzrecht
<http://uricorn.fly/tib_lok_sys#jur-970>	Katholisches Kirchenrecht / Kanonisches Recht
<http://uricorn.fly/tib_lok_sys#jur-998.22>	Mauretanien
<http://uricorn.fly/tib_lok_sys#jur-191.2>	Open Government / E-Government
<http://uricorn.fly/tib_lok_sys#jur-544>	Insolvenzverfahren. Besondere Verfahren
<http://uricorn.fly/tib_lok_sys#jur-610.1>	Rechtsschein
<http://uricorn.fly/tib_lok_sys#jur-120.7>	Europarecht. Versicherungsrecht
<http://uricorn.fly/tib_lok_sys#jur-660>	Pacht
<http://uricorn.fly/tib_lok_sys#jur-076-pk>	Internationale Privatgerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-858.6>	Straftat. Rechtswidrigkeit
<http://uricorn.fly/tib_lok_sys#jur-435.7>	Arbeitskampf - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-824.2>	Börsengeschäfte
<http://uricorn.fly/tib_lok_sys#jur-336>	Kriegswirtschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-630.3>	Drittschadensliquidation
<http://uricorn.fly/tib_lok_sys#jur-404.6>	Straßenverkehrsrecht. Haftpflicht / KFZ-Unfallrecht / Straßenverkehrsunfälle
<http://uricorn.fly/tib_lok_sys#jur-682.5>	Mitbesitz / Mittelbarer Besitz / Nebenbesitz
<http://uricorn.fly/tib_lok_sys#jur-110.4-110.7>	Wettbewerbsordnung
<http://uricorn.fly/tib_lok_sys#jur-671.9>	Ungerechtfertigte Bereicherung - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-817>	Schadensversicherung
<http://uricorn.fly/tib_lok_sys#jur-82>	Interventionsrecht / Völkerrecht. Sanktionen / Völkerrecht. Repressalie
<http://uricorn.fly/tib_lok_sys#jur-672>	Unerlaubte Handlung
<http://uricorn.fly/tib_lok_sys#jur-552.7>	Notarielle Urkunden / Beurkundungsgesetz
<http://uricorn.fly/tib_lok_sys#jur-271.3>	Baunutzungsverordnungsrecht / Bauleitplanung
<http://uricorn.fly/tib_lok_sys#jur-863>	Strafen
<http://uricorn.fly/tib_lok_sys#jur-483>	Oberlandesgericht / Oberstes Landesgericht
<http://uricorn.fly/tib_lok_sys#jur-916.8>	Strafvollzug. Besondere Arten
<http://uricorn.fly/tib_lok_sys#jur-806.5>	Kommanditgesellschaft auf Aktien
<http://uricorn.fly/tib_lok_sys#jur-292.8>	Internet
<http://uricorn.fly/tib_lok_sys#jur-135.2-145>	Grund- und Menschenrechte
<http://uricorn.fly/tib_lok_sys#jur-735.4>	Erbrecht. Auflage
<http://uricorn.fly/tib_lok_sys#jur-221.3>	Beamte. Rechte und Pflichten / Beamtenrecht. Streik / Beamtenrecht. Treuepflicht / Beamtenrecht. Amtsgeheimnis / Beamtenrecht. Ausübung der Grundrechte / Beamtenrecht. Eidgehorsam / Beamtenrecht. Fürsorgepflicht / Beamtenrecht. Politische Betätigung / Beamtenrecht. Verfassungstreue
<http://uricorn.fly/tib_lok_sys#jur-330-390>	Öffentliches Wirtschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-920>	Jugendstrafrecht / Jugendgerichtsgesetz
<http://uricorn.fly/tib_lok_sys#jur-238>	Ziviler Bevölkerungsschutz
<http://uricorn.fly/tib_lok_sys#jur-856>	Straftat
<http://uricorn.fly/tib_lok_sys#jur-134.6>	Weimarer Reichsverfassung
<http://uricorn.fly/tib_lok_sys#jur-225>	Arbeitnehmer im öffentlichen Dienst / Angestellte im öffentlichen Dienst
<http://uricorn.fly/tib_lok_sys#jur-41.1>	Fränkisches Recht
<http://uricorn.fly/tib_lok_sys#jur-607.2>	Vereine. Verfassung / Vereine. Satzung / Vereine. Haftung / Vereine. Vorstand / Vereine. Satzungsänderung / Vereinsgewalt / Vereine. Liquidation / Vereine. Gerichtsbarkeit
<http://uricorn.fly/tib_lok_sys#jur-989>	Frankreich
<http://uricorn.fly/tib_lok_sys#jur-400>	Verkehrsrecht
<http://uricorn.fly/tib_lok_sys#jur-507>	Zivilprozessrecht. Beweisrecht und Beweisarten
<http://uricorn.fly/tib_lok_sys#jur-432>	Arbeitslosigkeit / Arbeitslosenversicherung / Arbeitslosenhilfe / Arbeitsvermittlung  / Arbeitnehmerüberlassung
<http://uricorn.fly/tib_lok_sys#jur-911.8>	Strafverfahren. Rechtskraft
<http://uricorn.fly/tib_lok_sys#jur-186.4>	Amtshaftung / Staatshaftung
<http://uricorn.fly/tib_lok_sys#jur-404.5>	Straßenverkehrszulassungsordnung
<http://uricorn.fly/tib_lok_sys#jur-922.4>	Jugendstrafverfahren - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-108.5>	Europarecht. Militärische Kooperation / Europäische Verteidigungsgemeinschaft (EVG) / Westeuropäische Union / Europarecht. Sicherheits- und Verteidigungspolitik
<http://uricorn.fly/tib_lok_sys#jur-670.8>	Gemischte Verträge / Atypische Verträge (Franchising / Sponsoring / Merchandising / Projektfinanzierung / Automatenaufstellung / Forschungsverträge u. a.)
<http://uricorn.fly/tib_lok_sys#jur-441.6>	Zeugnis / Personalakte
<http://uricorn.fly/tib_lok_sys#jur-970.2>	Katholisches Kirchenrecht. Verfassung
<http://uricorn.fly/tib_lok_sys#jur-225.4>	Arbeitnehmer im öffentlichen Dienst. Versorgung
<http://uricorn.fly/tib_lok_sys#jur-680.1>	Sachenrecht  - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-280.5>	Konferenz der Kulturminister
<http://uricorn.fly/tib_lok_sys#jur-331>	Vermögensfragen. Neue Bundesländer
<http://uricorn.fly/tib_lok_sys#jur-922.7>	Jugendrichter
<http://uricorn.fly/tib_lok_sys#jur-611.8>	Rechtsgeschäfte - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-458>	Rentenversicherungsrecht / Altersfürsorge / Invaliditätsfürsorge / Hinterbliebenenfürsorge / Grundsicherungsgesetz
<http://uricorn.fly/tib_lok_sys#jur-645.5>	Vermögensübernahme
<http://uricorn.fly/tib_lok_sys#jur-452>	Sozialversicherungsrecht / RVO
<http://uricorn.fly/tib_lok_sys#jur-616.1>	Allgemeine Geschäftsbedingungen - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-746.8>	Bürgerliches Recht. Schleswig-Holstein
<http://uricorn.fly/tib_lok_sys#jur-939.7>	Datenschutzdelikte
<http://uricorn.fly/tib_lok_sys#jur-314>	Steuerverfassung
<http://uricorn.fly/tib_lok_sys#jur-109.7>	Europarecht. Zollrecht
<http://uricorn.fly/tib_lok_sys#jur-115.4-115.9>	Europarecht. Verkehrs- und Transportrecht / Telekommunikation
<http://uricorn.fly/tib_lok_sys#jur-076-076-kz>	Besonderes Völkerrechtliches Verwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-546>	Anfechtung außerhalb der Insolvenz / Anfechtungsgesetz
<http://uricorn.fly/tib_lok_sys#jur-231.3>	Wehrverwaltungsrecht. Liegenschaftsverwaltung / Wehrverwaltungsrecht. Vermögen
<http://uricorn.fly/tib_lok_sys#jur-378>	Weinbau
<http://uricorn.fly/tib_lok_sys#jur-135>	Verfassungsrecht Deutschland / Grundgesetz für die Bundesrepublik Deutschland
<http://uricorn.fly/tib_lok_sys#jur-271>	Baurecht / Baugesetzbuch / Bundesbaugesetz
<http://uricorn.fly/tib_lok_sys#jur-745.8>	Bürgerliches Recht. Hamburg
<http://uricorn.fly/tib_lok_sys#jur-872.8>	Sterilisation
<http://uricorn.fly/tib_lok_sys#jur-235>	Wehrdisziplinarrecht
<http://uricorn.fly/tib_lok_sys#jur-941.7>	Männerkriminalität
<http://uricorn.fly/tib_lok_sys#jur-802.8>	GmbH und Co
<http://uricorn.fly/tib_lok_sys#jur-939.3>	Kriminalität. Strafvollzug / Gefangenenentweichung
<http://uricorn.fly/tib_lok_sys#jur-6.2>	Gerechtigkeit / Grundsätze des Rechts / Billigkeit
<http://uricorn.fly/tib_lok_sys#jur-172.3>	Verfassungrecht und Verfassungsgerichtsbarkeit. Hamburg
<http://uricorn.fly/tib_lok_sys#jur-915.7>	Vollstreckung von Freiheitsstrafen
<http://uricorn.fly/tib_lok_sys#jur-150.3>	Demokratie
<http://uricorn.fly/tib_lok_sys#jur-370.8>	Energierecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-244.5>	Waffenrecht / Kriegswaffen / Waffen und Sprengstoff
<http://uricorn.fly/tib_lok_sys#jur-642.2>	Hinterlegung / Selbsthilfeverkauf / Vorbehaltszahlung
<http://uricorn.fly/tib_lok_sys#jur-177>	Verfassungrecht und Verfassungsgerichtsbarkeit. Sachsen
<http://uricorn.fly/tib_lok_sys#jur-990.05>	Grönland
<http://uricorn.fly/tib_lok_sys#jur-245.9>	Umwelthaftung
<http://uricorn.fly/tib_lok_sys#jur-892.4>	Strafvereitelung / Störung der Rechtspflege
<http://uricorn.fly/tib_lok_sys#jur-220-228>	Recht des öffentlichen Dienstes
<http://uricorn.fly/tib_lok_sys#jur-393>	Wirtschaftsstrafrecht. Juristische Personen / Wirtschaftsstrafrecht. Geltungsbereich
<http://uricorn.fly/tib_lok_sys#jur-542.4>	Insolvenz. Verfahrensbeteiligte
<http://uricorn.fly/tib_lok_sys#jur-425>	Seeversicherungsrecht
<http://uricorn.fly/tib_lok_sys#jur-242>	Organisation der Polizei / Ordnungsbehörden
<http://uricorn.fly/tib_lok_sys#jur-432.5>	Arbeitsförderung / Arbeitsförderungsgesetz
<http://uricorn.fly/tib_lok_sys#jur-190>	Öffentlich-rechtlicher Anspruch / Subjektives öffentliches Recht
<http://uricorn.fly/tib_lok_sys#jur-301.2>	Finanzverfassungsrecht / Finanzausgleich / Staatseinkommensrecht / Gemeindefinanzverfassung
<http://uricorn.fly/tib_lok_sys#jur-083-085>	Humanitäres Völkerrecht
<http://uricorn.fly/tib_lok_sys#jur-205>	Verwaltungsprozessrecht. Vollstreckung
<http://uricorn.fly/tib_lok_sys#jur-223.5>	Urlaub
<http://uricorn.fly/tib_lok_sys#jur-346.6>	Kartellrecht. Bußgeld
<http://uricorn.fly/tib_lok_sys#jur-202>	Verwaltungsprozessrecht. Rechtsmittel
<http://uricorn.fly/tib_lok_sys#jur-822>	Bankrecht
<http://uricorn.fly/tib_lok_sys#jur-863.7>	Nebenstrafen / Fahrverbot / Vermögensstrafen
<http://uricorn.fly/tib_lok_sys#jur-073-075>	Völkerrechtliches Verfahrensrecht / Völkerrechtliches Vertragsrecht
<http://uricorn.fly/tib_lok_sys#jur-200.6>	Verwaltungsprozessrecht. Zulässigkeit / Verwaltungsprozessrecht. Zuständigkeit
<http://uricorn.fly/tib_lok_sys#jur-841.2>	Internationales Privatrecht. Zuständigkeit
<http://uricorn.fly/tib_lok_sys#jur-324.3>	Erbschaftsteuer / Schenkungsteuer
<http://uricorn.fly/tib_lok_sys#jur-388.6>	Wasserrecht. Stau / Wasserrecht. Abfluss / Wasserrecht. Überschwemmung / Wasserrecht. Hochwasser
<http://uricorn.fly/tib_lok_sys#jur-437.2>	Betriebsgemeinschaft / Betriebsfrieden
<http://uricorn.fly/tib_lok_sys#jur-839.3>	Einzelne unlautere geschäftliche Handlungen
<http://uricorn.fly/tib_lok_sys#jur-145.6>	Widerstandsrecht
<http://uricorn.fly/tib_lok_sys#jur-371.5>	Kernenergierecht. Haftung / Kernkraftwerke. Haftung / Atomrecht. Haftung / Atomschäden
<http://uricorn.fly/tib_lok_sys#jur-244>	Nebengebiete des Rechts der öffentlichen Sicherheit und Ordnung
<http://uricorn.fly/tib_lok_sys#jur-216.3>	Kreise. Wirtschaft / Kreise. Haushalt / Kreise. Kassen
<http://uricorn.fly/tib_lok_sys#jur-285.1>	Hochschulverfassung. [Ort]
<http://uricorn.fly/tib_lok_sys#jur-731.1>	Erbfolge - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-484>	Außerordentliche Gerichte
<http://uricorn.fly/tib_lok_sys#jur-502.5>	Zivilprozessrecht. Klage
<http://uricorn.fly/tib_lok_sys#jur-691>	Erbbaurecht
<http://uricorn.fly/tib_lok_sys#jur-640>	Schuldrecht. Vertragsstrafe
<http://uricorn.fly/tib_lok_sys#jur-882.3>	Volksverhetzung / Aufruhr / Demonstrationsstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-637.3>	Vertrag. Grundstücksübertragung / Vertrag. Vermögensübertragung
<http://uricorn.fly/tib_lok_sys#jur-330.5>	Grundrechte und Wirtschaftsverfassungsrecht
<http://uricorn.fly/tib_lok_sys#jur-635>	Unmöglichkeit / Unvermögen
<http://uricorn.fly/tib_lok_sys#jur-325>	Gewerbesteuer
<http://uricorn.fly/tib_lok_sys#jur-10.2>	Rechtssoziologie. Methode
<http://uricorn.fly/tib_lok_sys#jur-518.2>	Schiedsgerichtsvertrag
<http://uricorn.fly/tib_lok_sys#jur-876>	Diebstahl / Unterschlagung
<http://uricorn.fly/tib_lok_sys#jur-102.5>	Europarecht. Ost-West-Beziehungen
<http://uricorn.fly/tib_lok_sys#jur-237.3>	Ziviler Ersatzdienst / Freiwilligendienst
<http://uricorn.fly/tib_lok_sys#jur-842>	Besonderes Kollisionsrecht / Internationales Privatrecht
<http://uricorn.fly/tib_lok_sys#jur-860.3>	Untauglicher Versuch / Wahndelikt
<http://uricorn.fly/tib_lok_sys#jur-992.6>	Rumänien
<http://uricorn.fly/tib_lok_sys#jur-860.1>	Rücktritt vom Versuch
<http://uricorn.fly/tib_lok_sys#jur-931.5>	Kriminalpsychologie / Sozialpsychologie und Kriminalität
<http://uricorn.fly/tib_lok_sys#jur-486>	Schiedsmann / Vermittlungsstelle / Mediation
<http://uricorn.fly/tib_lok_sys#jur-822.9>	Bankrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-652.3>	Rücktritt / Minderung / Nacherfüllung / Schadensersatz
<http://uricorn.fly/tib_lok_sys#jur-225-227>	Arbeitnehmer und Angestellte im öffentlichen Dienst / Tarifvertrag
<http://uricorn.fly/tib_lok_sys#jur-804>	Genossenschaft
<http://uricorn.fly/tib_lok_sys#jur-185.3>	Verkehrssicherung / Unterhaltspflicht
<http://uricorn.fly/tib_lok_sys#jur-996.24>	Jordanien
<http://uricorn.fly/tib_lok_sys#jur-707>	Güterrecht
<http://uricorn.fly/tib_lok_sys#jur-370.7>	Energierecht. Haftung
<http://uricorn.fly/tib_lok_sys#jur-818>	Haftpflichtversicherung
<http://uricorn.fly/tib_lok_sys#jur-520>	Zwangsvollstreckung
<http://uricorn.fly/tib_lok_sys#jur-616.4>	Verbraucherschutzrecht / Verbrauchervertrag / Verbraucherschutz / Fernabsatz / Haustürwiderruf
<http://uricorn.fly/tib_lok_sys#jur-95>	Vereinte Nationen / UNO
<http://uricorn.fly/tib_lok_sys#jur-374>	Lebensmittelrecht
<http://uricorn.fly/tib_lok_sys#jur-808-808.6>	Gesellschaft mit beschränkter Haftung
<http://uricorn.fly/tib_lok_sys#jur-59.5>	Europäische Rechtsgeschichte
<http://uricorn.fly/tib_lok_sys#jur-328.4>	"Besteuerung einzelner Gesellschaftsformen, juristischer Personen / Besteuerung. Aktiengesellschaft / \"". Genossenschaft / \"". Gesamthand / \"". GmbH / \"". GmbH und Co KG / \"". Kapitalgesellschaft / \"". Konzern / \"". Kartell / \"". Personengesellschaft / \"". Stille Gesellschaft / \"". Stiftung / \"". Verein / \"". Mitunternehmerschaft /\"". Körperschaft des öffentlichen Rechts / \„. Investmentgesellschaften"
<http://uricorn.fly/tib_lok_sys#jur-887.3>	Glücksspiel
<http://uricorn.fly/tib_lok_sys#jur-123.1>	Europarecht. Grundfragen Verwaltungsrecht
<http://uricorn.fly/tib_lok_sys#jur-946.4>	Spurensicherung
<http://uricorn.fly/tib_lok_sys#jur-840-845>	Internationales Privatrecht
<http://uricorn.fly/tib_lok_sys#jur-73>	Völkerrechtliches Verfahrensrecht / Völkerrechtliches Vertragsrecht
<http://uricorn.fly/tib_lok_sys#jur-380>	Forstwirtschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-086-088>	Rechtsordnung im Krieg / Besatzungsrecht
<http://uricorn.fly/tib_lok_sys#jur-7>	Recht in der Seinswelt / Rechtsontologie / Macht und Recht / Revolution und Recht / Staatsrechtsphilosophie / Natur der Sache
<http://uricorn.fly/tib_lok_sys#jur-745.3>	Bürgerliches Recht. Bayern
<http://uricorn.fly/tib_lok_sys#jur-998.76>	Sansibar
<http://uricorn.fly/tib_lok_sys#jur-735.5>	Testamentsvollstreckerrecht
<http://uricorn.fly/tib_lok_sys#jur-245.4>	Chemikalien
<http://uricorn.fly/tib_lok_sys#jur-634.6>	Schadensersatz statt der Leistung / Ersatz vergeblicher Aufwendungen / Herausgabe des Ersatzes (Surrogats) / Verletzung von Schutzpflichten
<http://uricorn.fly/tib_lok_sys#jur-882.5>	Urkundenfälschung / Urkundenunterdrückung / Fälschung technischer Aufzeichnungen
<http://uricorn.fly/tib_lok_sys#jur-241>	Polizeirecht. Eingriffsbefugnisse
<http://uricorn.fly/tib_lok_sys#jur-322.2>	Einkommen / Steuerfreies Einkommen / Einkommen. Abzugsfähige Ausgaben - Grundfragen
<http://uricorn.fly/tib_lok_sys#jur-611>	Rechtsgeschäfte
<http://uricorn.fly/tib_lok_sys#jur-854.4>	Strafgesetz. Rückwirkung
<http://uricorn.fly/tib_lok_sys#jur-65.7>	Halbsouveränität / Assoziation / Bundesstaaten / Übertragung von Hoheitsrechten
<http://uricorn.fly/tib_lok_sys#jur-321>	Steuerstrafrecht / Zollstrafrecht
<http://uricorn.fly/tib_lok_sys#jur-270.4>	Raumordnung
<http://uricorn.fly/tib_lok_sys#jur-815.4>	Versicherungsbedingungen
<http://uricorn.fly/tib_lok_sys#jur-503>	Zivilprozessrecht. Klageänderung / Rechtshängigkeit
<http://uricorn.fly/tib_lok_sys#jur-644.8>	Übertragung von Forderungen / Abtretung - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-882.5-882.8>	Urkundenfälschung
<http://uricorn.fly/tib_lok_sys#jur-692.2>	Beschränkt persönliche Dienstbarkeit
<http://uricorn.fly/tib_lok_sys#jur-863.4>	Freiheitsstrafe
<http://uricorn.fly/tib_lok_sys#jur-155.1>	Legislative / Parlament
<http://uricorn.fly/tib_lok_sys#jur-542>	Insolvenz
<http://uricorn.fly/tib_lok_sys#jur-215>	Gemeindewirtschaftsrecht
<http://uricorn.fly/tib_lok_sys#jur-612.3>	Willensmängel / Geheimer Vorbehalt / Scheingeschäft / Willenserklärung. Mangelnde Ernstlichkeit / Willenserklärung. Irrtum / Willenserklärung. Täuschung / Willenserklärung. Drohung / Willenserklärung. Verschweigen / Willenserklärung. Zwang
<http://uricorn.fly/tib_lok_sys#jur-111-112>	Europarecht. Öffentliche Unternehmen  Europäisches Kartell- und Wettbewerbsrecht
<http://uricorn.fly/tib_lok_sys#jur-894>	Straftaten gegen die Völkergemeinschaft / Straftaten gegen ausländische Staaten
<http://uricorn.fly/tib_lok_sys#jur-707.5>	Gütertrennung
<http://uricorn.fly/tib_lok_sys#jur-275.6>	Wohnungsaufsicht
<http://uricorn.fly/tib_lok_sys#jur-861.4>	Teilnahme
<http://uricorn.fly/tib_lok_sys#jur-388.3>	Wasserschutz / Wasserrecht. Entschädigung
<http://uricorn.fly/tib_lok_sys#jur-745.6>	Bürgerliches Recht. Bremen
<http://uricorn.fly/tib_lok_sys#jur-865.5>	Bewährungshilfe
<http://uricorn.fly/tib_lok_sys#jur-630.7>	Schadensersatz. Haftungsausschluss / Schadensersatz. Haftungsbeschränkung
<http://uricorn.fly/tib_lok_sys#jur-873.6>	Üble Nachrede / Verleumdung
<http://uricorn.fly/tib_lok_sys#jur-939>	Politischer Täter / Vergehen gegen die Staatsgewalt
<http://uricorn.fly/tib_lok_sys#jur-555.1>	Gerichtskostenrecht (GKG)
<http://uricorn.fly/tib_lok_sys#jur-740>	Pflichtteilsrecht
<http://uricorn.fly/tib_lok_sys#jur-736>	Erbvertrag
<http://uricorn.fly/tib_lok_sys#jur-997.4>	Malaysia
<http://uricorn.fly/tib_lok_sys#jur-288>	Öffentliche Sammlungen / Öffentliche Bibliotheken / Archive
<http://uricorn.fly/tib_lok_sys#jur-16>	Rechtspolitik
<http://uricorn.fly/tib_lok_sys#jur-076-na>	Internationes Sozialrecht
<http://uricorn.fly/tib_lok_sys#jur-285.3>	Hochschulrecht / Wissenschaftsrecht - Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-746.4>	Bürgerliches Recht. Nordrhein-Westfalen
<http://uricorn.fly/tib_lok_sys#jur-873>	Freiheitsberaubung / Entführung / Verdächtigung / Menschenraub / Menschenhandel
<http://uricorn.fly/tib_lok_sys#jur-330.2>	Marktwirtschaft. Verfassungsrechtliche Grundlagen
<http://uricorn.fly/tib_lok_sys#jur-076-us>	Internationales Finanz- und Kapitalmarktrecht
<http://uricorn.fly/tib_lok_sys#jur-967>	Evangelisches Kirchenrecht
<http://uricorn.fly/tib_lok_sys#jur-57>	Deutsche Rechtsgeschichte [(1933 – 1945, auch Nationalsozialistisches Recht]
<http://uricorn.fly/tib_lok_sys#jur-831.2>	Urheberrecht. Ausübende Künstler / Urheberrecht. Bildende Künste
<http://uricorn.fly/tib_lok_sys#jur-441.4>	Gewinnbeteiligung / Vermögenswirksame Leistung
<http://uricorn.fly/tib_lok_sys#jur-61.7>	Völkerrecht und nationales Recht
<http://uricorn.fly/tib_lok_sys#jur-184>	Öffentliches Planungsrecht
<http://uricorn.fly/tib_lok_sys#jur-441>	Lohn / Entgelt / Nebenverdienst
<http://uricorn.fly/tib_lok_sys#jur-202.6>	Verwaltungsprozessrecht. Beschwerde
<http://uricorn.fly/tib_lok_sys#jur-076-hf>	Internationaler Währungsfonds / Weltbank / Internationales Geldwesen / Internationales Kreditwesen / Internationales Währungsrecht
<http://uricorn.fly/tib_lok_sys#jur-114-114.7>	Europarecht. Land- und Forstwirtschaft / Umweltrecht
<http://uricorn.fly/tib_lok_sys#jur-609>	Gegenstände / Sachen
<http://uricorn.fly/tib_lok_sys#jur-864.2>	Strafschärfungsgründe / Strafzumessung. Rückfall / Strafzumessung. Gewerbsmäßigkeit / Strafzumessung. Besondere Schwere
<http://uricorn.fly/tib_lok_sys#jur-698>	Pfandrecht an Rechten
<http://uricorn.fly/tib_lok_sys#jur-273.5>	GOA / HOAI
<http://uricorn.fly/tib_lok_sys#jur-270.5>	Landesplanung
<http://uricorn.fly/tib_lok_sys#jur-404.2>	Kraftverkehrsverwaltung / Kraftfahrtbundesamt / Verkehrszentralregister
<http://uricorn.fly/tib_lok_sys#jur-407.8>	Eisenbahnverkehrsrecht  (Sonstige Einzelfragen)
<http://uricorn.fly/tib_lok_sys#jur-987.6>	Vatikanstadt
<http://uricorn.fly/tib_lok_sys#jur-732.2>	Erben. Haftung für Nachlassverbindlichkeiten / Erben. Beschränkung der Haftung
<http://uricorn.fly/tib_lok_sys#jur-110.1>	Europarecht. Wirtschaftsordnungsrecht / Europarecht. Wirtschaftsverfassung / Binnenmarkt -  Einzelfragen
<http://uricorn.fly/tib_lok_sys#jur-925-928>	Internationales Strafrecht
<http://uricorn.fly/tib_lok_sys#jur-672.5>	Unerlaubte Handlung. Schutzgesetze
<http://uricorn.fly/tib_lok_sys#jur-168>	Bund und die Länder / Verhältnis des Bundes zu den Ländern
<http://uricorn.fly/tib_lok_sys#jur-971.7>	Katholisches Kirchenrecht. Lehramt / Katholisches Kirchenrecht. Mission
<http://uricorn.fly/tib_lok_sys#jur-989.1>	Monaco
<http://uricorn.fly/tib_lok_sys#jur-996.5>	Iran
<http://uricorn.fly/tib_lok_sys#jur-481.4>	Zivilgerichte
